编号,租金,租赁方式,地铁距离,房屋类型,房屋面积,朝向,楼层,车位,用电,采暖,电梯,用水,燃气,区域
BJ2902894406568771584,6300,整租,,3室1厅1卫,88.74,南/北,低楼层,租用车位,民电,自采暖,有,民水,有,朝阳
BJ2881867027281084416,6600,整租,567m,2室1厅1卫,93,东/北,高楼层,租用车位,民电,集中供暖,有,民水,有,丰台
BJ1570322488523489280,4500,整租,,2室1厅1卫,63.41,南,中楼层,免费使用,民电,集中供暖,无,民水,有,石景山
BJ1571028428319096832,10000,整租,,3室2厅2卫,141,南/北,中楼层,租用车位,民电,集中供暖,有,民水,有,丰台
BJ1573238270676959232,3900,整租,,1室1厅1卫,55,南,高楼层,免费使用,民电,集中供暖,有,民水,有,石景山
BJ1571876343497359360,8500,整租,1191m,1房间1卫,120,西,中楼层,租用车位,商电,集中供暖,有,商水,有,昌平
BJ2894095229332226048,6300,整租,无,2室1厅1卫,89,西南,低楼层,租用车位,民电,自采暖,有,民水,有,朝阳
BJ2879005740201148416,4100,整租,50m,1房间1卫,58,南,中楼层,租用车位,商电,集中供暖,有,商水,有,大兴
BJ2899875155574792192,6000,整租,78m,2室1厅1卫,85,南,中楼层,租用车位,民电,集中供暖,有,民水,有,大兴
BJ2894316768526860288,5500,整租,702m,2室1厅1卫,77.95,南,高楼层,租用车位,民电,集中供暖,有,民水,有,通州
BJ1568967030906814464,6350,整租,,2室1厅1卫,90.03,南/北,中楼层,租用车位,民电,自采暖,无,民水,有,丰台
BJ1571116764996042752,4300,整租,,1室1厅1卫,61,南,低楼层,租用车位,民电,集中供暖,有,民水,有,朝阳
BJ1571085112714461184,4000,整租,337m,3房间1卫,56.82,西,高楼层,免费使用,商电,集中供暖,有,商水,有,房山
BJ1565544502876176384,9500,整租,405m,3室1厅2卫,135,南/北,中楼层,租用车位,民电,集中供暖,有,民水,有,丰台
BJ1569184479442894848,8300,整租,,3室1厅2卫,118,南/北,高楼层,租用车位,民电,集中供暖,有,民水,有,丰台
BJ2848350706337841152,4500,整租,,1室1厅1卫,64,西南,低楼层,租用车位,民电,集中供暖,有,民水,有,丰台
BJ2890449355578277888,7000,整租,416m,2室1厅1卫,99.6,南/北,中楼层,租用车位,民电,集中供暖,有,民水,有,大兴
BJ1569321494436118528,4400,整租,,1室1厅1卫,62.63,西南,高楼层,租用车位,民电,集中供暖,有,民水,有,石景山
BJ2873105924300472320,16500,整租,493m,4室1厅3卫,235,南/北,低楼层,租用车位,民电,自采暖,无,民水,有,昌平
BJ1567368267952029696,3500,整租,243m,2房间2卫,50,东,高楼层,租用车位,民电,自采暖,有,民水,有,房山
BJ2902884712684978176,6300,整租,,2室1厅1卫,90,南/北,低楼层,租用车位,商电,集中供暖,有,商水,有,海淀
BJ2902944022517784576,4200,整租,,2室1厅1卫,60.08,东/西/北,高楼层,免费使用,民电,集中供暖,无,民水,有,丰台
BJ1565671740745449472,3600,整租,603m,1室1厅1卫,51.53,东/西,低楼层,租用车位,民电,集中供暖,有,民水,有,大兴
BJ2906369554366341120,3500,整租,243m,3房间1卫,50.12,东/北,中楼层,租用车位,民电,集中供暖,有,民水,有,房山
BJ2894765918356258816,3200,整租,15m,2房间1卫,45.87,东,低楼层,租用车位,商电,集中供暖,有,商水,无,大兴
BJ1572083935028969472,7000,整租,788m,2室1厅1卫,100.42,南/北,中楼层,租用车位,民电,自采暖,有,民水,有,昌平
BJ1572233582800273408,8000,整租,644m,3室1厅1卫,114.79,南/北,低楼层,租用车位,民电,集中供暖,有,民水,有,昌平
BJ2896532413691723776,6200,整租,,2室1厅1卫,89,南/北,中楼层,租用车位,民电,自采暖,有,民水,有,朝阳
BJ2896514666878738432,7800,整租,350m,2室1厅1卫,112,东/北,中楼层,租用车位,民电,自采暖,有,民水,有,东城
BJ2899930474309238784,5600,整租,,2室1厅1卫,80.44,南/北,中楼层,租用车位,民电,集中供暖,有,民水,有,丰台
BJ2896957090637815808,7100,整租,405m,2室1厅1卫,102,南/北,低楼层,租用车位,民电,集中供暖,有,民水,有,丰台
BJ2892872865567211520,10000,未知,532m,3室2厅2卫,144,南/北,中楼层,租用车位,民电,集中供暖,有,民水,有,丰台
BJ1570310327369728000,5400,整租,,2室1厅1卫,77.77,南,低楼层,租用车位,民电,集中供暖,有,民水,有,石景山
BJ1564860666555138048,14000,整租,,1房间0卫,202,南,中楼层,租用车位,商电,集中供暖,有,商水,无,房山
BJ2812300273345626112,8800,整租,938m,7房间3卫,127,东南,中楼层,租用车位,商电,集中供暖,有,商水,无,房山
BJ2835624660493156352,18000,整租,862m,4室1厅3卫,260,南/北,中楼层,租用车位,民电,自采暖,无,民水,有,顺义
BJ1569561706055598080,6500,整租,,2室1厅1卫,94,南/北,高楼层,租用车位,民电,自采暖,有,民水,有,大兴
BJ1569278421790359552,4700,整租,,1室1厅1卫,68,西北,低楼层,免费使用,民电,集中供暖,有,民水,有,石景山
BJ2894970248548073472,6500,整租,405m,3室2厅1卫,94.2,南/北,高楼层,租用车位,民电,集中供暖,有,民水,有,丰台
BJ2874012737431158784,3400,整租,,2房间1卫,49.28,南,中楼层,租用车位,商电,集中供暖,有,商水,有,大兴
BJ1573627417501630464,9500,整租,907m,3房间1卫,137.84,南/北,高楼层,租用车位,民电,自采暖,有,民水,有,昌平
BJ1572182384785227776,3100,整租,,2房间1卫,44.98,东,中楼层,免费使用,民电,集中供暖,有,民水,无,通州
BJ2852825859835043840,6200,整租,1074m,2室1厅1卫,90,南/北,中楼层,租用车位,民电,集中供暖,无,民水,有,亦庄开发区
BJ2900217752700854272,6200,整租,1194m,2室1厅1卫,90,南,中楼层,租用车位,民电,集中供暖,有,民水,有,通州
BJ2793383456950984704,5500,整租,438m,2室1厅1卫,80,东,高楼层,租用车位,商电,集中供暖,有,商水,有,大兴
BJ1569268296224604160,7500,整租,50m,2室2厅2卫,109.18,南/北,中楼层,租用车位,民电,自采暖,有,民水,有,丰台
BJ1567080991732793344,6800,整租,1150m,2室1厅1卫,99,南,中楼层,租用车位,民电,集中供暖,无,民水,有,顺义
BJ2898682671226167296,10500,整租,1034m,3室1厅2卫,153,南/北,中楼层,租用车位,民电,集中供暖,有,民水,有,丰台
BJ1568587119440429056,4800,整租,,2室1厅1卫,70,南,中楼层,租用车位,民电,集中供暖,有,民水,有,丰台
BJ2786349587189727232,4800,整租,,2室1厅1卫,70,西/北,中楼层,租用车位,商电,集中供暖,有,商水,有,大兴
BJ2894070794785128448,6100,整租,,3室1厅1卫,89,南/北,中楼层,租用车位,民电,集中供暖,有,民水,有,朝阳
BJ1572579094741123072,6450,整租,1071m,2室1厅1卫,94.32,南/北,高楼层,租用车位,民电,自采暖,无,民水,有,昌平
BJ2884980732038750208,8200,整租,1176m,3室1厅2卫,119.96,南/北,中楼层,租用车位,民电,自采暖,无,民水,有,昌平
BJ1565267495483342848,2800,整租,,3房间1卫,41,东/北,中楼层,租用车位,商电,集中供暖,有,商水,有,门头沟
BJ2641912829283663872,7500,整租,788m,4室1厅2卫,110,南/北,低楼层,租用车位,民电,集中供暖,有,民水,有,大兴
BJ2902219250418851840,3200,整租,,2房间1卫,47,东,低楼层,租用车位,商电,集中供暖,有,商水,无,大兴
BJ2893361901457653760,3200,整租,,2房间1卫,47,西,高楼层,租用车位,商电,集中供暖,有,商水,无,大兴
BJ1574758784465633280,6800,整租,497m,2室1厅1卫,100,西北,中楼层,租用车位,民电,集中供暖,有,民水,有,石景山
BJ1568920417232486400,6300,整租,695m,2室1厅1卫,92.68,东/北,高楼层,租用车位,民电,集中供暖,有,民水,有,石景山
BJ1566675169844396032,6500,整租,717m,2室1厅1卫,95.89,南/北,低楼层,租用车位,民电,集中供暖,有,民水,有,丰台
BJ1574268699567718400,6200,整租,519m,2室1厅1卫,91.55,南/北,高楼层,租用车位,民电,集中供暖,无,民水,有,昌平
BJ2903521221562351616,2500,整租,,2房间1卫,37,东,中楼层,免费使用,商电,集中供暖,有,商水,有,门头沟
BJ1572793046590816256,2900,整租,,1室1厅1卫,43,南/北,高楼层,免费使用,民电,集中供暖,无,民水,有,丰台
BJ2876992240322871296,6000,整租,663m,2室1厅1卫,89,南,低楼层,租用车位,民电,集中供暖,无,民水,有,亦庄开发区
BJ2905942503344062464,6000,整租,,3室2厅1卫,89,南/北,高楼层,租用车位,民电,集中供暖,有,民水,有,海淀
BJ2875451791766994944,6000,整租,,3室2厅1卫,89,南/北,中楼层,租用车位,民电,集中供暖,有,民水,有,大兴
BJ2857251967674089472,3100,整租,418m,2房间1卫,46,北,低楼层,租用车位,商电,集中供暖,有,民水,有,大兴
BJ1571452353893105664,3500,整租,546m,2室1厅1卫,52,南,中楼层,免费使用,民电,集中供暖,无,商水,有,顺义
BJ2892917966893498368,6800,整租,873m,3室1厅1卫,101.45,南/北,高楼层,免费使用,民电,集中供暖,无,民水,有,昌平
BJ2774673937152884736,8500,整租,416m,3室1厅1卫,127,南/北,中楼层,租用车位,民电,集中供暖,有,民水,有,大兴
BJ1572425559445602304,2100,整租,,1室0厅1卫,31.4,南,高楼层,免费使用,民电,自采暖,有,民水,有,顺义
BJ2903370184339496960,2700,整租,,1室0厅1卫,40.38,西,高楼层,免费使用,商电,集中供暖,有,商水,无,顺义
BJ1571714910432264192,2800,整租,724m,1室1厅1卫,41.9,南,低楼层,租用车位,民电,集中供暖,有,民水,有,房山
BJ1571114040837537792,6600,整租,,2室1厅1卫,98.79,南/北,中楼层,租用车位,民电,自采暖,无,民水,有,昌平
BJ2881839115085815808,8000,整租,,3室1厅2卫,120,南/北,高楼层,租用车位,民电,集中供暖,无,民水,有,海淀
BJ1572881062877462528,3000,整租,,1室1厅1卫,45,南,高楼层,免费使用,民电,集中供暖,有,民水,有,石景山
BJ1572071532916637696,3000,整租,131m,2房间1卫,45,西北,低楼层,免费使用,民电,集中供暖,有,民水,有,房山
BJ1572141286591299584,3000,整租,,1室0厅1卫,45,南,中楼层,租用车位,商电,集中供暖,有,民水,有,石景山
BJ1568940926166892544,3000,整租,,1室0厅1卫,45,南,中楼层,免费使用,民电,集中供暖,有,民水,有,石景山
BJ1568773800793735168,3000,整租,,1室0厅1卫,45,南,中楼层,免费使用,民电,集中供暖,有,民水,有,石景山
BJ2901483143515078656,10000,整租,,4室2厅2卫,150,南/北,中楼层,免费使用,民电,集中供暖,有,民水,有,丰台
BJ1568597909954363392,5700,整租,,2室1厅1卫,85.56,南/北,高楼层,租用车位,民电,集中供暖,有,民水,有,石景山
BJ1573213673495724032,5200,整租,,2室1厅1卫,78.25,南/北,低楼层,免费使用,民电,集中供暖,有,民水,有,石景山
BJ1567103656195522560,8500,整租,,3室1厅1卫,128,南/北,高楼层,租用车位,民电,自采暖,无,民水,有,通州
BJ1570703019647959040,7500,整租,1166m,3室1厅1卫,113,南/北,高楼层,租用车位,民电,自采暖,有,民水,有,大兴
BJ2903552551033249792,5500,整租,,2室1厅1卫,83,南,中楼层,免费使用,民电,集中供暖,有,民水,有,丰台
BJ1573567239439777792,6500,整租,,2室1厅1卫,98.11,东,中楼层,租用车位,民电,集中供暖,有,民水,有,昌平
BJ1573945851816968192,4500,整租,,2室1厅1卫,68,西南,中楼层,租用车位,民电,集中供暖,有,民水,有,大兴
BJ1574730587929837568,8200,整租,148m,2室2厅1卫,124,南/北,中楼层,租用车位,民电,集中供暖,无,民水,有,昌平
BJ2884879792833314816,7600,整租,788m,3室1厅1卫,115,南/北,中楼层,租用车位,民电,自采暖,有,民水,有,昌平
BJ2876808896600096768,8000,整租,1185m,3室2厅2卫,121.33,南/北,高楼层,免费使用,民电,自采暖,有,民水,有,大兴
BJ1571344532920860672,2700,整租,1153m,1室1厅1卫,41,南,低楼层,免费使用,民电,自采暖,有,民水,有,房山
BJ1573957992137621504,6200,整租,272m,3室1厅1卫,94.16,南/北,低楼层,租用车位,民电,集中供暖,有,民水,有,大兴
BJ2886933052666691584,7800,整租,532m,2室1厅2卫,118.49,南/北,高楼层,租用车位,民电,集中供暖,有,民水,有,丰台
BJ2892840080068845568,4800,整租,,3房间1卫,72.96,南,高楼层,租用车位,民电,集中供暖,无,民水,无,丰台
BJ2872538078688313344,10000,整租,152m,3室2厅2卫,152,南/北,中楼层,免费使用,商电,集中供暖,有,民水,有,朝阳
BJ2904255136169992192,6500,整租,1150m,3室0厅1卫,99,南,高楼层,免费使用,民电,集中供暖,无,民水,有,顺义
BJ1573947618277457920,6500,整租,398m,2室1厅1卫,99,南/北,中楼层,租用车位,民电,自采暖,有,民水,有,丰台
BJ2904280688566484992,6500,整租,1150m,2室1厅1卫,99,南,高楼层,租用车位,民电,集中供暖,有,民水,有,顺义
BJ1572173838693695488,5000,整租,822m,2室1厅1卫,76.21,南/北,低楼层,租用车位,民电,自采暖,无,民水,有,大兴
BJ2789007756642746368,8200,整租,657m,4室1厅2卫,125,南/北,低楼层,租用车位,民电,集中供暖,有,民水,有,房山
BJ2880975565731667968,8000,整租,,3室1厅2卫,122,南/北,中楼层,租用车位,民电,集中供暖,有,民水,有,大兴
BJ1570756643484860416,5800,整租,,2室1厅1卫,88.47,南,高楼层,租用车位,民电,集中供暖,有,民水,有,通州
BJ1573146484294025216,2700,整租,1153m,1室1厅1卫,41.21,南,中楼层,免费使用,民电,自采暖,有,民水,有,房山
BJ2881810568753725440,4500,整租,283m,1室1厅1卫,68.69,南,高楼层,租用车位,民电,集中供暖,有,民水,有,大兴
BJ2784853419108597760,6500,整租,190m,5房间1卫,99.22,西,低楼层,租用车位,商电,集中供暖,有,商水,无,房山
BJ1565568276476461056,6200,整租,896m,2室2厅1卫,94.8,南/北,中楼层,租用车位,民电,自采暖,有,民水,有,丰台
BJ2900146594370830336,10000,整租,1034m,3室1厅2卫,153,南/北,中楼层,租用车位,民电,自采暖,有,民水,有,丰台
BJ1568888946362941440,5700,整租,822m,3室1厅1卫,87.22,南/北,中楼层,租用车位,民电,集中供暖,无,民水,有,石景山
BJ1567009662476222464,4900,整租,,2室1厅1卫,75,东/北,中楼层,免费使用,民电,集中供暖,有,民水,有,石景山
BJ2883112303388270592,6200,整租,886m,2室1厅2卫,95,东,低楼层,租用车位,民电,自采暖,有,民水,有,朝阳
BJ1572872555000233984,6200,整租,1110m,2室2厅2卫,95,南/北,低楼层,租用车位,民电,自采暖,无,民水,有,丰台
BJ2883311765452488704,4500,整租,,2室1厅1卫,69,南/北,高楼层,租用车位,民电,集中供暖,有,民水,有,石景山
BJ1569284369636392960,9000,整租,1034m,3室1厅2卫,138,南/北,低楼层,租用车位,民电,自采暖,有,民水,有,丰台
BJ1568915743561482240,7500,整租,709m,3室1厅1卫,115,南/北,低楼层,免费使用,民电,集中供暖,无,民水,有,丰台
BJ2863709215594389504,3000,整租,,2房间1卫,46,东,中楼层,租用车位,商电,集中供暖,有,商水,无,房山
BJ1567098134696296448,3000,整租,1166m,2房间1卫,46,北,中楼层,免费使用,商电,集中供暖,有,商水,无,房山
BJ2906032483479068672,5800,整租,,3室1厅1卫,89,南/北,中楼层,免费使用,民电,集中供暖,无,民水,有,海淀
BJ2901577929803186176,5800,整租,,2室1厅1卫,89,南/北,低楼层,租用车位,民电,集中供暖,无,民水,有,顺义
BJ2849974248410726400,4300,整租,,2室1厅1卫,66,南/北,低楼层,免费使用,民电,集中供暖,无,民水,有,大兴
BJ1574031685748523008,4500,整租,,2室1厅1卫,69.12,南/北,低楼层,租用车位,民电,自采暖,有,民水,有,丰台
BJ2877664151399047168,5200,整租,,2室1厅1卫,80,南,高楼层,免费使用,民电,集中供暖,有,民水,有,丰台
BJ2896957471178358784,4800,整租,,2室1厅1卫,74,南/北,高楼层,免费使用,民电,集中供暖,有,民水,有,丰台
BJ1571796484251189248,8100,整租,651m,3室1厅1卫,125,南/北,高楼层,租用车位,民电,自采暖,无,民水,有,昌平
BJ2899117417664094208,9200,整租,,3室2厅2卫,142,南/北,低楼层,租用车位,民电,自采暖,有,民水,有,朝阳
BJ1572130560271187968,7500,整租,437m,3室1厅1卫,116,南/北,中楼层,租用车位,民电,自采暖,无,民水,有,昌平
BJ2812152278310993920,12500,整租,187m,3室1厅3卫,193.45,南/北,高楼层,租用车位,民电,集中供暖,有,民水,有,丰台
BJ2852003558969049088,5500,整租,119m,3室1厅1卫,85.15,南/北,中楼层,免费使用,民电,集中供暖,无,民水,有,大兴
BJ2906531194982645760,4000,整租,87m,3室0厅1卫,62,西,中楼层,租用车位,民电,集中供暖,有,民水,有,门头沟
BJ1569277885166911488,4000,未知,173m,2室1厅1卫,62,南/北,中楼层,免费使用,民电,集中供暖,无,民水,有,大兴
BJ1574310873059557376,5800,整租,357m,2室1厅1卫,90,南,低楼层,租用车位,民电,集中供暖,有,民水,有,亦庄开发区
BJ1569549201082155008,4000,整租,,1室1厅1卫,62.09,西南,高楼层,租用车位,民电,集中供暖,有,民水,有,通州
BJ1569220705705263104,4500,整租,,2室2厅1卫,70,南,低楼层,租用车位,民电,集中供暖,有,民水,有,石景山
BJ1572900606371168256,4500,整租,,2室1厅1卫,70,南,中楼层,免费使用,民电,集中供暖,有,民水,有,石景山
BJ1571501464671485952,4500,整租,,2室1厅1卫,70,南,中楼层,租用车位,民电,集中供暖,有,民水,有,石景山
BJ2598609075210027008,5140,整租,418m,4房间1卫,80,南,中楼层,租用车位,商电,集中供暖,有,民水,有,大兴
BJ1571417827338878976,5200,整租,,2室1厅1卫,81,南/北,高楼层,租用车位,民电,集中供暖,无,民水,有,大兴
